# Results for the photon gas
# <beta> <occupancy> <rel. error>
0.25 2.915674 0.171874
0.50 1.034674 0.328785
0.75 0.480449 0.463338
1.00 0.269674 0.536624
1.25 0.165865 0.586939
1.50 0.106989 0.627498
2.00 0.051528 0.670784
3.00 0.015270 0.708570
4.00 0.004629 0.751883
