levels,(0.1),(1),(10),(100),(1000)
86, 0.000000, 0.000000, 0.000018, 0.006661, 0.009638
87, 0.000000, 0.000000, 0.000016, 0.006595, 0.009628
88, 0.000000, 0.000000, 0.000014, 0.006529, 0.009618
89, 0.000000, 0.000000, 0.000013, 0.006464, 0.009609
90, 0.000000, 0.000000, 0.000012, 0.006400, 0.009599
91, 0.000000, 0.000000, 0.000011, 0.006336, 0.009589
92, 0.000000, 0.000000, 0.000010, 0.006273, 0.009580
93, 0.000000, 0.000000, 0.000009, 0.006211, 0.009570
94, 0.000000, 0.000000, 0.000008, 0.006149, 0.009561
95, 0.000000, 0.000000, 0.000007, 0.006088, 0.009551
96, 0.000000, 0.000000, 0.000006, 0.006027, 0.009542
97, 0.000000, 0.000000, 0.000006, 0.005967, 0.009532
98, 0.000000, 0.000000, 0.000005, 0.005908, 0.009523
99, 0.000000, 0.000000, 0.000005, 0.005849, 0.009513
