-10 0.001100 0.001700
-8 0.012100 0.010285
-6 0.041450 0.041707
-4 0.118300 0.113372
-2 0.204450 0.206577
0 0.249650 0.252313
2 0.203250 0.206577
4 0.115600 0.113372
6 0.043300 0.041707
8 0.009800 0.010285
10 0.001000 0.001700
