7.688810
500
0.122948
0.262003 0.399632 -0.078647
-0.136097 -0.410990 0.594553
-0.089455 0.131621 1.657293
-0.526701 -0.026717 2.669807
-0.100469 -0.001134 4.328474
-0.691106 0.210552 5.070181
0.361716 -0.212127 5.703530
0.022000 0.007516 6.594721
-0.448136 0.604245 0.788293
-0.927843 1.496230 1.039754
0.084853 1.310463 2.637450
-0.458326 0.953658 3.308733
0.288232 0.851649 3.834039
0.224226 1.192737 4.978648
-0.255700 0.725372 5.765948
0.130660 1.028858 6.732047
-0.351603 1.242629 -0.145602
0.386836 2.694388 1.259898
-0.089363 1.947977 1.811947
0.442942 1.869705 3.535783
0.375401 2.006461 4.490215
-0.743336 1.397950 5.128571
-0.225366 1.769400 6.011509
0.466575 2.783125 6.295442
0.108208 2.246013 0.289827
0.014834 3.399096 0.481369
-0.706710 2.793452 1.819565
0.330677 3.426419 2.820245
0.203564 2.824495 3.823313
0.590261 2.966617 4.816786
-0.299994 2.739949 5.429647
-0.465473 3.302611 6.469678
0.417220 3.108630 -0.429680
-0.782484 4.387869 0.484826
0.554496 3.616449 1.612770
0.785334 4.279548 3.101683
-0.196597 3.695696 3.787427
-0.562488 4.117463 5.432527
0.180534 3.520085 5.615047
0.468460 3.865009 6.544419
0.220763 4.434184 0.150644
-0.026247 4.362654 1.244820
-0.153060 5.194795 1.664170
-0.348576 4.420415 3.145042
0.347840 4.603873 3.864165
-0.001641 4.730265 4.776298
0.540378 5.560775 5.940148
0.363942 4.995253 6.767898
0.223998 6.338049 0.367163
0.504798 5.765307 1.113798
0.076024 6.128816 2.165255
0.655606 5.220840 3.196761
-0.436550 5.311465 4.098826
-0.269582 5.561185 5.164206
-0.281681 6.690281 6.358267
0.287731 6.062912 6.791361
-1.060601 6.828502 0.079287
0.399370 6.846793 1.399695
-0.565235 6.981486 1.901530
-0.651884 6.657213 2.812445
-0.595818 6.924537 3.797293
-0.163976 6.313166 4.440990
-0.781869 7.505729 5.970015
-0.073855 6.943020 7.359005
0.588215 0.172068 0.796005
1.227423 -1.061607 0.839801
1.262108 -0.093677 1.612717
0.111468 -0.266539 3.337539
0.956164 -0.074521 3.772213
0.808979 0.417616 4.632883
1.320115 -0.070953 6.035058
0.720405 -0.624291 6.644537
0.200030 1.481666 0.866667
1.236834 0.930490 1.127300
0.471054 1.104620 1.672774
0.413036 0.435334 2.488708
1.106012 1.343705 4.099727
1.668694 0.272062 4.988572
0.836133 0.642514 5.646331
0.904112 0.515442 6.771568
1.202262 1.988405 0.315864
0.929582 1.967828 1.506325
0.064030 2.446699 2.634518
1.619922 1.802563 3.364240
1.143921 2.448502 4.119217
1.187760 1.459947 5.069760
0.905549 1.625473 6.254836
0.596139 1.377595 7.591439
1.271355 3.021286 0.164047
1.340186 2.820063 1.147546
0.804834 2.808785 2.122838
0.928900 2.642395 3.183908
0.987844 3.437451 3.819129
1.573379 2.827292 4.984608
0.620487 2.135781 5.417940
1.041221 2.262463 7.055278
0.951338 3.899974 0.688497
0.869394 4.756969 1.233024
0.224394 4.452883 2.184044
1.317916 3.503292 2.802306
1.337756 4.488572 4.016791
0.670341 4.027572 4.664787
1.143271 3.513909 5.834573
1.341003 3.195323 6.815068
0.446682 5.318028 0.088763
1.879085 4.399570 1.549195
0.722255 5.396897 2.117509
1.661534 4.759886 3.064178
1.510567 5.315710 4.476060
0.461146 4.553551 5.859459
1.360644 4.716678 6.205551
1.024712 4.320130 7.225696
1.124749 6.287929 -0.317982
1.375611 5.609017 0.556775
1.082623 6.390856 2.091383
1.520201 5.614621 2.561419
0.524849 5.620727 4.170049
0.886609 5.841224 5.076035
1.315061 5.771772 6.421563
1.418290 5.226349 7.263043
0.812647 7.145962 0.105271
2.080430 6.469903 0.304137
0.304536 7.046066 2.411958
0.768432 6.205124 2.955620
0.511963 6.637791 3.818355
0.548333 7.083302 4.799040
0.544357 6.486294 5.789725
1.674357 6.698842 6.233777
2.496253 0.456201 -0.012117
1.559250 -0.183865 0.642207
1.050859 -0.227542 2.834745
1.601933 0.632222 2.490071
1.968287 -0.005855 3.310627
1.730985 -0.429021 4.317003
2.285323 -0.490913 5.835935
2.006948 0.331372 6.700818
1.248534 0.633114 0.183431
1.959535 1.222814 0.541833
2.082141 0.462341 1.596906
0.946599 1.766365 2.639979
1.017581 0.876512 3.164683
1.626425 0.559874 4.057699
1.881114 0.998721 5.702569
1.665941 1.302758 6.986466
2.460902 1.591493 -0.240344
1.920931 2.026982 1.073655
1.679410 1.491417 1.885605
2.220451 1.682132 2.640714
2.195617 0.940316 3.255247
2.084245 1.408013 4.147675
2.057200 1.933590 5.187296
2.227129 1.842034 6.273416
2.089005 2.443596 0.236774
2.556151 2.771517 1.067957
1.816374 2.404319 2.119018
2.029222 2.892406 2.966486
2.002104 2.845316 4.003466
2.590423 2.853220 4.849502
1.417809 2.372898 6.045521
2.152514 2.679251 6.789433
1.839830 3.733792 -0.087896
1.846428 3.651783 0.902942
1.577865 3.416641 1.860239
2.243898 3.858435 2.512328
1.917302 3.803286 3.563749
1.935687 3.797938 4.704361
2.214139 3.224001 5.850136
1.995308 3.924542 6.582288
1.646896 4.669971 0.365701
2.421483 5.270961 1.206908
1.290950 4.421269 2.235711
2.201624 4.956247 3.821762
2.258862 4.731616 4.753309
1.223114 4.789610 5.193821
1.830369 4.118642 5.639233
2.362525 4.970407 6.655060
2.244709 5.408576 0.287426
1.625725 5.860825 1.498234
2.243055 5.087251 2.152047
1.531922 5.776632 3.594636
1.333279 6.279332 4.332360
1.790343 5.672050 5.349343
2.239308 5.854056 6.197457
2.328940 6.074899 7.129327
1.695287 7.213485 -0.407921
1.971662 6.868103 1.485980
2.432219 6.018596 2.046721
1.583837 6.736958 3.337927
2.323287 6.472807 3.962822
2.248007 6.543229 4.969289
1.353849 6.795742 5.331154
2.661995 6.870269 6.672920
3.529644 -0.018772 0.084510
2.587774 -0.339637 0.879047
3.139960 0.288951 1.686308
1.939924 -0.301267 2.296029
2.578682 -0.240213 4.035403
2.776680 -0.215157 5.056136
2.680688 0.527871 5.921222
3.129286 0.073692 6.870896
3.402173 0.916339 -0.084159
3.074913 0.645279 0.775406
2.613804 1.219397 1.531042
2.576616 0.790998 2.385749
3.002438 0.420969 3.267466
2.512381 0.581314 4.591924
3.112985 1.567157 6.023164
2.874580 0.942816 6.856129
3.294047 2.657761 0.193117
3.014537 1.756024 0.638481
2.708348 2.128649 1.846142
3.167200 1.434707 3.017483
2.531614 2.109726 3.544263
2.869244 1.512135 4.940294
2.867086 2.498841 5.714758
3.092332 2.254202 6.801176
3.551171 3.617871 -0.157041
3.655089 3.321366 0.787290
2.604144 3.053300 2.123144
3.015366 2.416197 2.694850
2.877087 3.438978 3.214056
3.390543 3.127430 4.058778
3.086510 3.318969 6.708155
4.041169 2.834462 6.983592
2.775602 4.225033 -0.366719
2.655296 3.397904 0.362962
2.844904 3.646834 1.363511
3.566663 3.914712 2.556755
2.756115 4.138028 4.210125
3.018931 3.671446 5.150301
2.795920 3.992900 6.071370
3.611259 4.358141 6.578434
2.601576 4.347206 0.698853
3.152834 5.095646 0.404758
2.936948 4.417632 2.015874
2.690184 4.564406 2.975573
3.167088 5.086477 3.878416
3.167775 4.873220 4.902876
2.356696 4.866920 5.684440
3.191107 5.124270 6.134057
3.199629 6.038457 0.005125
3.336061 5.278021 1.392678
3.106090 5.468106 2.396814
2.788661 5.820396 3.275738
2.538974 5.750835 4.439093
2.759635 5.642876 5.366890
3.084553 6.512032 5.670743
3.187314 6.039568 6.491969
2.690945 7.187154 -0.128159
2.672411 6.193436 0.937504
2.855475 6.966433 1.949186
2.338042 6.614164 2.803352
3.286876 6.733912 3.490004
3.813315 7.008110 5.146676
3.316809 7.462817 6.023925
3.592905 6.877766 7.060023
5.311722 0.131249 -0.588154
3.821734 0.010909 1.020201
4.122011 -0.536159 2.122361
3.268899 -0.251063 2.618942
3.830867 -0.109530 3.442020
4.220814 0.128537 5.671272
4.167891 -0.031188 6.599169
4.248954 -0.590535 7.652477
4.273700 1.047114 0.470828
4.038470 0.908559 1.526779
3.726397 0.709973 2.580678
3.881817 0.902218 3.622760
3.409087 0.167304 4.315148
3.518447 0.803433 5.180667
3.663939 0.728792 6.309743
4.403767 0.399229 7.417747
3.813671 1.885303 -0.109102
3.867053 1.903241 0.929811
3.432240 1.375970 2.056460
3.953659 2.117435 2.393839
2.995618 1.252572 3.893715
3.211455 2.225552 4.394073
3.886402 1.502923 4.382313
3.834065 1.534519 6.746586
4.308826 2.802915 0.186592
4.394077 2.708300 1.158801
3.582648 2.806620 1.648123
3.799560 3.030853 3.031438
3.617858 2.175442 3.535751
3.783893 2.929681 5.048783
3.845040 2.382332 6.034747
5.030621 2.555903 7.132635
4.072379 4.508603 -0.018455
3.519030 4.353627 0.965351
4.254832 3.774903 1.550668
4.368508 4.304033 2.883447
4.543648 3.034865 4.356605
3.757516 4.096980 4.500359
3.673061 3.414596 5.921105
4.674537 3.642977 7.110977
3.278588 5.074845 -0.580735
4.574473 5.515899 1.392205
4.019816 4.737761 1.846702
3.677509 4.952917 2.954926
3.553032 4.165896 3.578352
4.185451 5.057909 4.862312
3.573998 4.325438 5.606255
4.493844 4.827734 6.888308
4.361211 6.104670 -0.256842
3.996172 5.952913 0.668438
4.067790 5.793143 2.247317
3.914706 5.846362 3.339160
3.504651 5.730117 4.586464
3.181541 6.766210 4.472021
3.707265 5.804068 5.693955
4.112609 5.529940 6.519307
5.255011 7.012474 0.280347
3.333130 6.829763 0.678188
3.666701 6.353301 1.558534
3.390299 6.380568 2.537310
4.156915 6.938357 4.102886
4.370016 6.275539 4.854560
4.118467 6.701466 6.150022
4.839133 6.958732 6.939566
6.111372 0.223589 -1.299532
4.730321 0.074429 0.712599
4.524579 0.145157 1.625801
4.563623 0.199990 2.810602
5.061487 -0.693826 3.590015
4.366698 -0.050488 4.650062
5.128112 0.367820 5.265829
5.180931 -0.112773 6.169738
4.755622 1.467696 -0.491607
4.842213 1.985432 0.362070
4.860538 1.068509 2.251774
4.551815 1.579713 3.071051
4.690178 0.190881 3.722617
4.411078 0.910818 4.797584
4.423982 1.162090 5.824023
4.908835 0.728067 6.504461
5.689358 1.933430 -0.054509
5.294063 2.929858 0.438064
4.554346 1.859324 1.625376
4.849939 2.482731 2.897346
4.843795 1.252352 3.925598
4.576360 2.248890 3.856581
3.793727 1.724117 5.326095
4.868560 1.945190 6.219790
4.481240 3.709115 0.453106
5.197417 3.696135 1.125671
4.417143 3.147575 2.329372
4.532779 3.516469 3.475372
5.314492 2.931717 3.712749
4.656218 2.296266 5.215554
4.761132 3.039122 5.976485
5.629670 3.159568 6.551385
5.091658 4.427572 0.091619
4.506177 4.684359 0.867033
5.105319 3.828950 2.103343
5.252116 4.412304 3.280190
4.886096 4.260504 4.289720
4.484021 4.186866 5.303840
4.556960 3.927528 6.234056
5.505357 4.256078 6.839513
4.607490 5.343013 0.159139
5.309353 4.596563 1.487028
4.880898 4.920255 2.262236
4.691784 5.158390 3.121739
5.583556 5.238760 4.022758
4.156723 4.784049 3.899389
4.524676 5.022050 5.808798
5.381181 5.259989 7.175084
5.706034 5.227743 0.724207
4.921524 6.125011 0.626903
5.508583 5.887252 1.369627
5.142550 5.824545 2.231877
4.700150 5.714573 4.094667
5.087193 5.365578 5.106971
4.740538 6.029284 5.775102
5.079352 6.056329 6.765790
5.881437 7.061076 -0.533143
4.316815 6.813916 0.909248
4.752283 6.522011 1.717927
4.364258 6.635621 2.921194
5.333369 7.187039 4.555530
5.658516 6.595431 5.371147
4.790073 6.986714 5.445301
5.984123 6.805818 6.300465
6.042254 0.054699 0.225580
5.204314 0.782995 1.230051
5.647890 0.369043 2.308511
5.807848 0.061448 3.487078
6.198868 0.060027 4.377970
5.953857 -0.097803 5.510854
6.505888 1.041067 6.080276
6.834185 -0.386094 6.881684
5.214467 0.847899 0.085781
5.321829 2.210177 1.242561
5.319846 0.889916 3.107678
5.597351 1.861252 3.584278
5.429228 0.505529 4.313562
6.079577 0.855828 5.040659
5.190401 1.448348 4.846480
5.418380 1.168150 5.846732
6.143677 2.408103 0.715279
6.023297 1.112643 1.838274
5.275338 1.973232 2.277379
5.865193 2.524951 2.850400
6.324226 2.394310 3.851799
5.353667 2.411045 4.563854
5.838407 2.074933 6.681641
5.704455 1.140544 6.787163
5.499885 3.582373 -0.164587
5.938159 4.263584 0.706990
6.095007 3.229547 1.151487
5.407765 2.922336 1.912464
5.557419 3.473630 2.859551
6.182740 3.311662 4.078560
5.484802 2.549311 5.642453
6.090906 2.754058 7.495496
6.318593 4.396529 -0.357391
6.150349 4.165487 1.690257
6.058623 4.367295 2.643175
6.532171 3.791441 3.364574
5.849421 4.221761 4.189332
5.345257 3.463824 4.637673
5.487705 3.623824 5.716812
6.416698 3.484845 7.021825
6.370773 5.348386 0.052314
6.588816 4.876082 1.281577
