-4.757916 24.102351
-4.740432 24.208763
-4.757800 24.136748
-4.739909 24.220944
-4.755945 24.138202
-4.777481 24.029674
-4.767582 24.074847
-4.729324 24.269194
-4.717987 24.324433
-4.736276 24.230306
-4.780402 23.991927
-4.762368 24.076137
-4.721097 24.298236
-4.718789 24.307255
-4.739035 24.200563
-4.752634 24.142647
-4.745549 24.183071
-4.747429 24.168911
-4.745639 24.180127
-4.773937 24.034988
-4.776776 24.012978
-4.777601 24.033937
-4.795869 23.923097
-4.810090 23.854404
-4.771152 24.057772
-4.782764 23.989407
-4.741996 24.207290
-4.770467 24.073006
-4.759278 24.135216
-4.757668 24.132968
-4.745565 24.192017
-4.771613 24.060183
-4.777903 24.032462
-4.791798 23.955270
-4.821287 23.796168
-4.841816 23.687583
-4.800953 23.910778
-4.811207 23.865682
-4.805783 23.877192
-4.831374 23.744106
-4.806203 23.869570
-4.770509 24.069288
-4.753145 24.169993
-4.767078 24.085659
-4.766033 24.082247
-4.747011 24.182499
-4.757305 24.125099
-4.790819 23.955765
-4.762623 24.120244
-4.778322 24.042212
-4.760475 24.139594
-4.742035 24.230004
-4.729137 24.281542
-4.706587 24.401255
-4.715595 24.353233
-4.740589 24.239656
-4.714911 24.370298
-4.707907 24.408571
-4.703918 24.425594
-4.706322 24.419899
-4.691225 24.492944
-4.656322 24.680710
-4.683282 24.529815
-4.692315 24.495176
-4.690749 24.500567
-4.718598 24.360338
-4.723189 24.348074
-4.694094 24.505623
-4.649558 24.728272
-4.636495 24.796665
-4.638561 24.790976
-4.644954 24.746720
-4.635742 24.792303
-4.640292 24.781989
-4.590713 25.025427
-4.603551 24.944159
-4.589586 25.004617
-4.599198 24.970005
-4.611351 24.911175
-4.636167 24.780565
-4.635861 24.780292
-4.663320 24.613432
-4.665781 24.594528
-4.713577 24.329534
-4.725099 24.269381
-4.713768 24.324632
-4.697202 24.412839
-4.718118 24.306685
-4.715551 24.320527
-4.726909 24.268120
-4.728367 24.259376
-4.767643 24.058840
-4.751151 24.127755
-4.741360 24.185070
-4.709659 24.371376
-4.702537 24.393289
-4.726077 24.266809
-4.738742 24.194786
-4.735483 24.224428
-4.709218 24.361029
-4.731263 24.247036
-4.724619 24.285149
-4.762128 24.087446
-4.744878 24.183972
-4.735478 24.236397
-4.753680 24.139209
-4.742236 24.200468
-4.765923 24.091522
-4.750728 24.187331
-4.770018 24.083871
-4.760345 24.126440
-4.768417 24.078155
-4.754690 24.144823
-4.736140 24.217893
-4.760137 24.084918
-4.776316 24.008634
-4.781715 23.978720
-4.771093 24.033166
-4.773021 24.019022
-4.751106 24.138430
-4.736725 24.203132
-4.751622 24.119668
-4.734686 24.203268
-4.724332 24.248299
-4.720787 24.276016
-4.732499 24.219614
-4.746153 24.138837
-4.726561 24.244398
-4.723724 24.267139
-4.712346 24.323879
-4.682533 24.485661
-4.660361 24.614829
-4.652053 24.660588
-4.687064 24.484657
-4.661955 24.610844
-4.645397 24.687105
-4.657200 24.616474
-4.652843 24.628996
-4.660355 24.590741
-4.674590 24.513503
-4.673122 24.513701
-4.655710 24.612528
-4.615542 24.831878
-4.638611 24.712664
-4.697254 24.416495
-4.684833 24.474398
-4.692650 24.456211
-4.686970 24.494870
-4.682592 24.513396
-4.691776 24.466002
-4.699104 24.454172
-4.736955 24.262165
-4.774541 24.051766
-4.774863 24.050952
-4.800721 23.910858
-4.767581 24.091352
-4.754962 24.163040
-4.762123 24.117938
-4.727782 24.288438
-4.748819 24.176385
-4.728692 24.275042
-4.708363 24.383984
-4.677471 24.549563
-4.646482 24.709423
-4.608844 24.887306
-4.594596 24.953265
-4.620626 24.813079
-4.638576 24.733143
-4.629372 24.784048
-4.595188 24.961925
-4.568319 25.077843
-4.574854 25.063880
-4.618018 24.843029
-4.596920 24.955626
-4.572374 25.091130
-4.565554 25.127111
-4.566740 25.117128
-4.594770 24.984668
-4.594991 24.990352
-4.592325 25.005905
-4.602804 24.955054
-4.597425 24.984364
-4.608949 24.921630
-4.606995 24.924256
-4.579200 25.085368
-4.593153 25.006890
-4.615795 24.906331
-4.596789 25.002050
-4.585831 25.070764
-4.596574 25.018793
-4.606960 24.959966
-4.583508 25.084084
-4.581930 25.076559
-4.596513 24.989177
-4.617261 24.865331
-4.618451 24.854381
-4.624561 24.816233
-4.627455 24.792420
-4.652643 24.674037
-4.642541 24.726793
-4.650006 24.691445
-4.649398 24.710906
-4.650612 24.722110
-4.642129 24.791835
-4.650790 24.749964
-4.641301 24.792129
-4.653567 24.729131
-4.659886 24.687781
-4.666537 24.658905
-4.669946 24.644010
-4.676759 24.605957
-4.687096 24.566316
-4.706994 24.448131
